Cleaned Text,Stemmed Tokens,Tweet ID 
"Romaine Lettuce hostage crisis day 7 is over . Rescued by common sense. 
#CDC 
Most of America can now eat a salad… ","['romain', 'lettuc', 'hostag', 'crisi', 'day', '7', '.', 'rescu', 'common', 'sens', '.', '#', 'cdc', 'most', 'america', 'can', 'now', 'eat', 'salad…']",1067256571921686528
Get a full year of top notch #WVU team and recruiting coverage and a FREE $99 gift card to get Mountaineers gear of… ,"['get', 'full', 'year', 'top', 'notch', '#', 'wvu', 'team', 'recruit', 'coverag', 'free', '$', '99', 'gift', 'card', 'get', 'mountain', 'gear', 'of…']",1067256160636551169
#WVU coaches stopping in to see a WR tomorrow; Holgorsen coming next week (VIP).... ,"['#', 'wvu', 'coach', 'stop', 'see', 'wr', 'tomorrow', ';', 'holgorsen', 'come', 'next', 'week', '(', 'vip', ')', '...', '.']",1067255440558280704
RT @bradhowe07: NEW EPISODE: The disappointment from Friday’s loss to Oklahoma will linger within Mountaineer Nation for a long time. We di…,"['rt', '@', 'bradhowe07', ':', 'new', 'episod', ':', 'the', 'disappoint', 'friday', '’', 's', 'loss', 'oklahoma', 'will', 'linger', 'within', 'mountain', 'nation', 'long', 'time', '.', 'we', 'di…']",1067254924914900992
"RT : Jalen Bridges, the #3 recruit of the 2020 class in WV, told me earlier this evening he recently went on a visit to Cincinn…","['rt', ':', 'jalen', 'bridg', ',', '#', '3', 'recruit', '2020', 'class', 'wv', ',', 'told', 'earlier', 'even', 'recent', 'went', 'visit', 'cincinn…']",1067254296176136193
RT @bradhowe07: NEW EPISODE: The disappointment from Friday’s loss to Oklahoma will linger within Mountaineer Nation for a long time. We di…,"['rt', '@', 'bradhowe07', ':', 'new', 'episod', ':', 'the', 'disappoint', 'friday', '’', 's', 'loss', 'oklahoma', 'will', 'linger', 'within', 'mountain', 'nation', 'long', 'time', '.', 'we', 'di…']",1067253718440206337
"RT : Jalen Bridges, the #3 recruit of the 2020 class in WV, told me earlier this evening he recently went on a visit to Cincinn…","['rt', ':', 'jalen', 'bridg', ',', '#', '3', 'recruit', '2020', 'class', 'wv', ',', 'told', 'earlier', 'even', 'recent', 'went', 'visit', 'cincinn…']",1067253534540869635
"RT : Jalen Bridges, the #3 recruit of the 2020 class in WV, told me earlier this evening he recently went on a visit to Cincinn…","['rt', ':', 'jalen', 'bridg', ',', '#', '3', 'recruit', '2020', 'class', 'wv', ',', 'told', 'earlier', 'even', 'recent', 'went', 'visit', 'cincinn…']",1067253471617921024
A little college basketball recruiting news for you on this Monday night #WVU ,"['a', 'littl', 'colleg', 'basketbal', 'recruit', 'news', 'monday', 'night', '#', 'wvu']",1067253054209228801
"RT : Leaving work and know that traffic will be slow. Then fill that time with our recap of #OU big time road win over #WVU 

#…","['rt', ':', 'leav', 'work', 'know', 'traffic', 'will', 'slow', '.', 'then', 'fill', 'time', 'recap', '#', 'ou', 'big', 'time', 'road', 'win', '#', 'wvu', '#', '…']",1067252977226924034
"Jalen Bridges, the #3 recruit of the 2020 class in WV, told me earlier this evening he recently went on a visit to… ","['jalen', 'bridg', ',', '#', '3', 'recruit', '2020', 'class', 'wv', ',', 'told', 'earlier', 'even', 'recent', 'went', 'visit', 'to…']",1067252462376108033
NEW EPISODE: The disappointment from Friday’s loss to Oklahoma will linger within Mountaineer Nation for a long tim… ,"['new', 'episod', ':', 'the', 'disappoint', 'friday', '’', 's', 'loss', 'oklahoma', 'will', 'linger', 'within', 'mountain', 'nation', 'long', 'tim…']",1067250904645148678
RT @tweber912: I’m pro Dana staying at #WVU ‍♂️,"['rt', '@', 'tweber912', ':', 'i', '’', 'm', 'pro', 'dana', 'stay', '#', 'wvu', '\u200d♂️']",1067250082372878337
"RT : He was once committed to #WVU in high school, and now this JUCO DB is discussing options with the Mountaineer coaches…","['rt', ':', 'he', 'commit', '#', 'wvu', 'high', 'school', ',', 'now', 'juco', 'db', 'discuss', 'option', 'mountain', 'coaches…']",1067248724282433537
RT @rivalskeenan: #WVU DL commit Jalen Thornton. ,"['rt', '@', 'rivalskeenan', ':', '#', 'wvu', 'dl', 'commit', 'jalen', 'thornton', '.']",1067247106669379584
"#NPR #Reveal -  The Center for Investigative Reporting . 
Check out the pod cast re the fires in California. 
You w… ","['#', 'npr', '#', 'reveal', '-', 'the', 'center', 'investig', 'report', '.', 'check', 'pod', 'cast', 're', 'fire', 'california', '.', 'you', 'w…']",1067246433680666624
Another coaching visit set for Friday night for #WVU (VIP).... ,"['anoth', 'coach', 'visit', 'set', 'friday', 'night', '#', 'wvu', '(', 'vip', ')', '...', '.']",1067246173558312961
RT : Why am I crying right now  #Wvu #hailwv ,"['rt', ':', 'whi', 'i', 'cri', 'right', 'now', '#', 'wvu', '#', 'hailwv']",1067245527761412097
"#California has 58 counties. 
#WestVirginia has 55 counties.
#WVU","['#', 'california', '58', 'counti', '.', '#', 'westvirginia', '55', 'counti', '.', '#', 'wvu']",1067245361029398530
Get a full year of top notch #WVU team and recruiting coverage and a FREE $99 gift card to get Mountaineers gear of… ,"['get', 'full', 'year', 'top', 'notch', '#', 'wvu', 'team', 'recruit', 'coverag', 'free', '$', '99', 'gift', 'card', 'get', 'mountain', 'gear', 'of…']",1067244389867683840
#WVU DL commit Jalen Thornton. ,"['#', 'wvu', 'dl', 'commit', 'jalen', 'thornton', '.']",1067243659656081408
"RT : 
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan…","['rt', ':', 'new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will', 'dan…']",1067243300179111936
"""Satin Etched"" Pint Glasses (4) | #WVU #Mountaineers 16 oz. Mixing Glasses - Set of 4 ","['``', 'satin', 'etch', ""''"", 'pint', 'glass', '(', '4', ')', '|', '#', 'wvu', '#', 'mountain', '16', 'oz', '.', 'mix', 'glass', '-', 'set', '4']",1067241614425423873
RT : Giving thanks for Don Wilcox of the  via   #WVU  ,"['rt', ':', 'give', 'thank', 'don', 'wilcox', 'via', '#', 'wvu']",1067241216520200192
RT @jflow41: These youngin battle it out in the G league tomorrow  #wvu  ,"['rt', '@', 'jflow41', ':', 'these', 'youngin', 'battl', 'g', 'leagu', 'tomorrow', '#', 'wvu']",1067240997967532033
"RT : Another very positive post from Oklahoma fans that visited Morgantown for this past weekend's #WVU game 

""I just want…","['rt', ':', 'anoth', 'posit', 'post', 'oklahoma', 'fan', 'visit', 'morgantown', 'past', 'weekend', ""'s"", '#', 'wvu', 'game', ""''"", 'i', 'just', 'want…']",1067239930173292544
"RT : 
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan…","['rt', ':', 'new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will', 'dan…']",1067239503927173121
"RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity…","['rt', '@', 'ialsohatepitt', ':', 'btw', ',', 'dana', 'beat', 'vega', 'preseason', 'win', 'total', 'predict', '#', 'wvu', '(', '7', ')', 'and', ',', 'one', 'le', 'opportunity…']",1067238332596461568
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067235089715789826
Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to . A… ,"['get', 'free', '$', '99', 'gift', 'card', 'use', 'toward', '#', 'wvu', 'gear', 'sign', 'new', 'annual', 'subscript', '.', 'a…']",1067233663174279168
"I can play the college edition
Holgorsen goes for it on 4th down instead of kickin FG
Grier fumbles and recovered f… ","['i', 'can', 'play', 'colleg', 'edit', 'holgorsen', 'go', '4th', 'instead', 'kickin', 'fg', 'grier', 'fumbl', 'recov', 'f…']",1067232877648203777
"RT : #CFB Total QBR week 14

Kyler Murray #Sooners 96.1
Tua Tagovailoa #Bama 95.9
Jake Fromm #UGA 86.1
Dwayne Haskins #OhioSta…","['rt', ':', '#', 'cfb', 'total', 'qbr', 'week', '14', 'kyler', 'murray', '#', 'sooner', '96.1', 'tua', 'tagovailoa', '#', 'bama', '95.9', 'jake', 'fromm', '#', 'uga', '86.1', 'dwayn', 'haskin', '#', 'ohiosta…']",1067232594335428608
 So I guess you just don’t like Morgantown #WestVirginia #WVU and 30000 students and you will never ope… ,"['so', 'i', 'guess', 'just', 'don', '’', 't', 'like', 'morgantown', '#', 'westvirginia', '#', 'wvu', '30000', 'student', 'will', 'never', 'ope…']",1067232519265943553
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067232107649470464
"RT : Board game night is about to start! Bring your friends and come chill out with a beer in our back room! 

#morgantown #game…","['rt', ':', 'board', 'game', 'night', 'start', '!', 'bring', 'friend', 'come', 'chill', 'beer', 'back', 'room', '!', '#', 'morgantown', '#', 'game…']",1067232030562402304
"RT @123pleasant: Metal heads unite at 123 Pleasant Street Saturday, December 22nd for Winter Solstice! Mountain Sludge Revival, Hovel, and…","['rt', '@', '123pleasant', ':', 'metal', 'head', 'unit', '123', 'pleasant', 'street', 'saturday', ',', 'decemb', '22nd', 'winter', 'solstic', '!', 'mountain', 'sludg', 'reviv', ',', 'hovel', ',', 'and…']",1067231938006720512
"Classic . 
#WVU ","['classic', '.', '#', 'wvu']",1067231396131991553
"RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity…","['rt', '@', 'ialsohatepitt', ':', 'btw', ',', 'dana', 'beat', 'vega', 'preseason', 'win', 'total', 'predict', '#', 'wvu', '(', '7', ')', 'and', ',', 'one', 'le', 'opportunity…']",1067231324287713280
WATCH: #WVU commit Winston Wright's Senior Highlights.... ,"['watch', ':', '#', 'wvu', 'commit', 'winston', 'wright', ""'s"", 'senior', 'highlight', '...', '.']",1067229016325857280
"RT : 30 years ago (11/26/88): #RobertMorris upsets #WVU, 75-67. #ColonialPride ","['rt', ':', '30', 'year', 'ago', '(', '11/26/88', ')', ':', '#', 'robertmorri', 'upset', '#', 'wvu', ',', '75-67', '.', '#', 'colonialprid']",1067228469698928641
RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... ,"['rt', '@', 'tweber912', ':', 'when', 'i', 'see', 'peopl', 'talk', 'like', 'want', 'rich', 'rod', 'back', '#', 'wvu', '...', '...', '.']",1067228227213627392
- Elite Beer Pitcher | #WVU #Mountaineers 60 oz. Glass Pitcher ,"['-', 'elit', 'beer', 'pitcher', '|', '#', 'wvu', '#', 'mountain', '60', 'oz', '.', 'glass', 'pitcher']",1067225253384986624
These youngin battle it out in the G league tomorrow  #wvu  ,"['these', 'youngin', 'battl', 'g', 'leagu', 'tomorrow', '#', 'wvu']",1067225154009399296
RT : This shirt is awesome  #WVU #HornsDown,"['rt', ':', 'this', 'shirt', 'awesom', '#', 'wvu', '#', 'hornsdown']",1067224306575450112
RT : #WVU football commit closes out his HS career ,"['rt', ':', '#', 'wvu', 'footbal', 'commit', 'close', 'hs', 'career']",1067224055575646208
"30 years ago (11/26/88): #RobertMorris upsets #WVU, 75-67. #ColonialPride ","['30', 'year', 'ago', '(', '11/26/88', ')', ':', '#', 'robertmorri', 'upset', '#', 'wvu', ',', '75-67', '.', '#', 'colonialprid']",1067223550765998080
"Metal heads unite at 123 Pleasant Street Saturday, December 22nd for Winter Solstice! Mountain Sludge Revival, Hove… ","['metal', 'head', 'unit', '123', 'pleasant', 'street', 'saturday', ',', 'decemb', '22nd', 'winter', 'solstic', '!', 'mountain', 'sludg', 'reviv', ',', 'hove…']",1067223525524684801
#WVU #wvufootball more shakeup in college football? ,"['#', 'wvu', '#', 'wvufootbal', 'shakeup', 'colleg', 'footbal', '?']",1067223210175983617
RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... ,"['rt', '@', 'tweber912', ':', 'when', 'i', 'see', 'peopl', 'talk', 'like', 'want', 'rich', 'rod', 'back', '#', 'wvu', '...', '...', '.']",1067222875092992000
"RT : 
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan…","['rt', ':', 'new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will', 'dan…']",1067222809536053249
This shirt is awesome  #WVU #HornsDown,"['this', 'shirt', 'awesom', '#', 'wvu', '#', 'hornsdown']",1067222139542142976
.@mikecasazza with three things he thinks and three things he knows about #WVU football (and what's to come) after… ,"['.', '@', 'mikecasazza', 'three', 'thing', 'think', 'three', 'thing', 'know', '#', 'wvu', 'footbal', '(', ""'s"", 'come', ')', 'after…']",1067221469258747904
#WVU TE Trevon Wesco (@twesco12) has been a bigger part of the Mountaineers passing attack and has shown some nice… ,"['#', 'wvu', 'te', 'trevon', 'wesco', '(', '@', 'twesco12', ')', 'bigger', 'part', 'mountain', 'pass', 'attack', 'shown', 'nice…']",1067221469178953728
"RT : 
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan…","['rt', ':', 'new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will', 'dan…']",1067221052827336704
How did #WVU players grade out against Oklahoma according to ? Who finished at the top on both sides of… ,"['how', '#', 'wvu', 'player', 'grade', 'oklahoma', 'accord', '?', 'who', 'finish', 'top', 'side', 'of…']",1067220848480829440
#WVU coaches stopping in to see a WR tomorrow; Holgorsen coming next week (VIP).... ,"['#', 'wvu', 'coach', 'stop', 'see', 'wr', 'tomorrow', ';', 'holgorsen', 'come', 'next', 'week', '(', 'vip', ')', '...', '.']",1067220377313648643
"RT : 
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan…","['rt', ':', 'new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will', 'dan…']",1067219255165415424
RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... ,"['rt', '@', 'tweber912', ':', 'when', 'i', 'see', 'peopl', 'talk', 'like', 'want', 'rich', 'rod', 'back', '#', 'wvu', '...', '...', '.']",1067218108815945728
"
New article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will… ","['new', 'articl', 'out', 'now', '!', '!', 'go', 'give', 'read', 'u', 'know', 'think', '!', 'what', 'will', 'wvu', '?', 'will…']",1067217017646866432
"RT @mattdribble: I know we’ve probably slid too far now at 4th in the Big 12, but you can’t tell me that a WVU vs Washington state, Holgors…","['rt', '@', 'mattdribbl', ':', 'i', 'know', '’', 've', 'probabl', 'slid', 'far', 'now', '4th', 'big', '12', ',', 'can', '’', 't', 'tell', 'wvu', 'v', 'washington', 'state', ',', 'holgors…']",1067216343815069698
"From #ESPN 
“Oklahoma-West Virginia: 3.4 Overnight on ESPN!

- ESPN’s Highest-Rated Friday Game Since 2010 (89 game… ","['from', '#', 'espn', '“', 'oklahoma-west', 'virginia', ':', '3.4', 'overnight', 'espn', '!', '-', 'espn', '’', 's', 'highest-r', 'friday', 'game', 'sinc', '2010', '(', '89', 'game…']",1067216258939138048
RT @tweber912: I’m pro Dana staying at #WVU ‍♂️,"['rt', '@', 'tweber912', ':', 'i', '’', 'm', 'pro', 'dana', 'stay', '#', 'wvu', '\u200d♂️']",1067216037379219456
RT @tweber912: I’m pro Dana staying at #WVU ‍♂️,"['rt', '@', 'tweber912', ':', 'i', '’', 'm', 'pro', 'dana', 'stay', '#', 'wvu', '\u200d♂️']",1067215539741839360
"If this happens , this will be the best #CFBPlayoff to date. #WVU ","['if', 'happen', ',', 'will', 'best', '#', 'cfbplayoff', 'date', '.', '#', 'wvu']",1067214980406304770
"I know we’ve probably slid too far now at 4th in the Big 12, but you can’t tell me that a WVU vs Washington state,… ","['i', 'know', '’', 've', 'probabl', 'slid', 'far', 'now', '4th', 'big', '12', ',', 'can', '’', 't', 'tell', 'wvu', 'v', 'washington', 'state', ',', '…']",1067214600750448640
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067213580704120833
"RT : Board game night is about to start! Bring your friends and come chill out with a beer in our back room! 

#morgantown #game…","['rt', ':', 'board', 'game', 'night', 'start', '!', 'bring', 'friend', 'come', 'chill', 'beer', 'back', 'room', '!', '#', 'morgantown', '#', 'game…']",1067213288210087936
"Bob Stoops will coach again . 
#tOSU 
Especially after he sees Les and Mack back in the game . 
#WVU","['bob', 'stoop', 'will', 'coach', '.', '#', 'tosu', 'especi', 'see', 'les', 'mack', 'back', 'game', '.', '#', 'wvu']",1067213109281083392
Board game night is about to start! Bring your friends and come chill out with a beer in our back room!… ,"['board', 'game', 'night', 'start', '!', 'bring', 'friend', 'come', 'chill', 'beer', 'back', 'room', '!', '…']",1067212622406270976
#WVU Themed Drinking Device ,"['#', 'wvu', 'theme', 'drink', 'devic']",1067211432192868358
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067211408373358592
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067211272117264384
I love my dream  #WVU ,"['i', 'love', 'dream', '#', 'wvu']",1067209878106791938
RT : Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to . A per…,"['rt', ':', 'get', 'free', '$', '99', 'gift', 'card', 'use', 'toward', '#', 'wvu', 'gear', 'sign', 'new', 'annual', 'subscript', '.', 'a', 'per…']",1067208992055713792
Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to . A… ,"['get', 'free', '$', '99', 'gift', 'card', 'use', 'toward', '#', 'wvu', 'gear', 'sign', 'new', 'annual', 'subscript', '.', 'a…']",1067208394854023169
Classic Cutz Barbershop 3 Great locations 2001 University Ave 304-381-2483 and 217-219 Wall Street Morgantown Wv… ,"['classic', 'cutz', 'barbershop', '3', 'great', 'locat', '2001', 'univers', 'ave', '304-381-2483', '217-219', 'wall', 'street', 'morgantown', 'wv…']",1067206950696468480
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067205522376527872
RT @ryneolsen: “Pass Interference but it can’t be called because it’s the last play of the game”- Announcer. I’m not sure what that means?…,"['rt', '@', 'ryneolsen', ':', '“', 'pass', 'interfer', 'can', '’', 't', 'call', '’', 's', 'last', 'play', 'game', '”', '-', 'announc', '.', 'i', '’', 'm', 'sure', 'mean', '?', '…']",1067205005369839618
"If Dana Holgorsen leaves, would you take Rich Rodriguez back as head coach? He needs a job and our program was pret… ","['if', 'dana', 'holgorsen', 'leaf', ',', 'take', 'rich', 'rodriguez', 'back', 'head', 'coach', '?', 'he', 'need', 'job', 'program', 'pret…']",1067202944901234688
RT : Giving thanks for Don Wilcox of the  via   #WVU  ,"['rt', ':', 'give', 'thank', 'don', 'wilcox', 'via', '#', 'wvu']",1067202284499681281
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067202044585492480
"RT : #CFB Total QBR week 14

Kyler Murray #Sooners 96.1
Tua Tagovailoa #Bama 95.9
Jake Fromm #UGA 86.1
Dwayne Haskins #OhioSta…","['rt', ':', '#', 'cfb', 'total', 'qbr', 'week', '14', 'kyler', 'murray', '#', 'sooner', '96.1', 'tua', 'tagovailoa', '#', 'bama', '95.9', 'jake', 'fromm', '#', 'uga', '86.1', 'dwayn', 'haskin', '#', 'ohiosta…']",1067202026982002689
RT @meadoz:  Since 1909 #WVU is 662-437-41 all time (58%). Dana Holgerson is 61-40 (60%). Without Dana WVU is 601-397-41 (57.8…,"['rt', '@', 'meadoz', ':', 'sinc', '1909', '#', 'wvu', '662-437-41', 'time', '(', '58', '%', ')', '.', 'dana', 'holgerson', '61-40', '(', '60', '%', ')', '.', 'without', 'dana', 'wvu', '601-397-41', '(', '57.8…']",1067201440429543424
Playing my third show in this theater #soundofmusicontour #morgantownwv #wvu #wvumountaineers @ WVU Creative Arts C… ,"['play', 'third', 'show', 'theater', '#', 'soundofmusicontour', '#', 'morgantownwv', '#', 'wvu', '#', 'wvumountain', '@', 'wvu', 'creativ', 'art', 'c…']",1067201327573422080
"RT : Leaving work and know that traffic will be slow. Then fill that time with our recap of #OU big time road win over #WVU 

#…","['rt', ':', 'leav', 'work', 'know', 'traffic', 'will', 'slow', '.', 'then', 'fill', 'time', 'recap', '#', 'ou', 'big', 'time', 'road', 'win', '#', 'wvu', '#', '…']",1067199097474568193
Some very interesting information on #WVU coaches in regards to contracts and the ongoing coaching carousel (VIP)..… ,"['some', 'interest', 'inform', '#', 'wvu', 'coach', 'regard', 'contract', 'ongo', 'coach', 'carousel', '(', 'vip', ')', '..…']",1067198817362214913
RT @smcave: E.Moore Hall is holiday ready! Stop by  Quiet place to study too! #WVU ,"['rt', '@', 'smcave', ':', 'e.moor', 'hall', 'holiday', 'readi', '!', 'stop', 'quiet', 'place', 'studi', '!', '#', 'wvu']",1067197866190536706
I love West Virginia and love our fans but some of you are so far out of touch with reality it’s frightening. #wvu #mountaineerpride,"['i', 'love', 'west', 'virginia', 'love', 'fan', 'far', 'touch', 'realiti', '’', 's', 'frighten', '.', '#', 'wvu', '#', 'mountaineerprid']",1067197620907585538
"RT : Looking back already, that Oklahoma game stings but that Ok St game really really stings. #WVU","['rt', ':', 'look', 'back', 'alreadi', ',', 'oklahoma', 'game', 'sting', 'ok', 'st', 'game', 'realli', 'realli', 'sting', '.', '#', 'wvu']",1067197373456281601
#WVU won’t be playing for a conference title this weekend but where will it be bowling? That and a lot more in this… ,"['#', 'wvu', 'won', '’', 't', 'play', 'confer', 'titl', 'weekend', 'will', 'bowl', '?', 'that', 'lot', 'this…']",1067192852940292096
Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to . A… ,"['get', 'free', '$', '99', 'gift', 'card', 'use', 'toward', '#', 'wvu', 'gear', 'sign', 'new', 'annual', 'subscript', '.', 'a…']",1067190900776939520
Leaving work and know that traffic will be slow. Then fill that time with our recap of #OU big time road win over… ,"['leav', 'work', 'know', 'traffic', 'will', 'slow', '.', 'then', 'fill', 'time', 'recap', '#', 'ou', 'big', 'time', 'road', 'win', 'over…']",1067190009399103491
Analysis: Disappointment for West Virginia? ☕ -  #wvu,"['analysi', ':', 'disappoint', 'west', 'virginia', '?', '☕', '-', '#', 'wvu']",1067189569735573504
I lost my virginity to my brothers best friend over break . #Wvu,"['i', 'lost', 'virgin', 'brother', 'best', 'friend', 'break', '.', '#', 'wvu']",1067189129786593281
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067188545880842240
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067188306465587200
RT @ialsohatepitt: So glad I only root for #WVU...couldn’t imagine having to be emotionally invested on Sunday’s too.,"['rt', '@', 'ialsohatepitt', ':', 'so', 'glad', 'i', 'root', '#', 'wvu', '...', 'couldn', '’', 't', 'imagin', 'emot', 'invest', 'sunday', '’', 's', '.']",1067184290461622274
"RT : Another very positive post from Oklahoma fans that visited Morgantown for this past weekend's #WVU game 

""I just want…","['rt', ':', 'anoth', 'posit', 'post', 'oklahoma', 'fan', 'visit', 'morgantown', 'past', 'weekend', ""'s"", '#', 'wvu', 'game', ""''"", 'i', 'just', 'want…']",1067183168015478790
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067180111365959680
RT : My colleague @bigahickey provides the most exciting bowl possibilities for #WVU —plus a few that are uninspiring. ,"['rt', ':', 'my', 'colleagu', '@', 'bigahickey', 'provid', 'excit', 'bowl', 'possibl', '#', 'wvu', '—plus', 'uninspir', '.']",1067178077279670272
RT : Coaching news updates that #WVU fans will want to know (VIP)....  ,"['rt', ':', 'coach', 'news', 'updat', '#', 'wvu', 'fan', 'will', 'want', 'know', '(', 'vip', ')', '...', '.']",1067177296778469381
RT : The regular season finale was entertaining to say the least #WVU ,"['rt', ':', 'the', 'regular', 'season', 'final', 'entertain', 'say', 'least', '#', 'wvu']",1067177110710771713
RT : The regular season finale was entertaining to say the least #WVU ,"['rt', ':', 'the', 'regular', 'season', 'final', 'entertain', 'say', 'least', '#', 'wvu']",1067176977617100801
The regular season finale was entertaining to say the least #WVU ,"['the', 'regular', 'season', 'final', 'entertain', 'say', 'least', '#', 'wvu']",1067176820821368832
"Elite Pint Glasses, Coasters &amp; Bottle Opener Set | #WVU #Mountaineers #Beer Drinkers Gift Set ","['elit', 'pint', 'glass', ',', 'coaster', '&', 'amp', ';', 'bottl', 'open', 'set', '|', '#', 'wvu', '#', 'mountain', '#', 'beer', 'drinker', 'gift', 'set']",1067176473633742848
RT : My colleague @bigahickey provides the most exciting bowl possibilities for #WVU —plus a few that are uninspiring. ,"['rt', ':', 'my', 'colleagu', '@', 'bigahickey', 'provid', 'excit', 'bowl', 'possibl', '#', 'wvu', '—plus', 'uninspir', '.']",1067176052739461120
RT : My colleague @bigahickey provides the most exciting bowl possibilities for #WVU —plus a few that are uninspiring. ,"['rt', ':', 'my', 'colleagu', '@', 'bigahickey', 'provid', 'excit', 'bowl', 'possibl', '#', 'wvu', '—plus', 'uninspir', '.']",1067175936636960769
RT : Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t…,"['rt', ':', 'thank', 'get', 'back', '#', 'mountain', 'root', 'holiday', 'weekend', '.', 'also', 'thank', 'great', 'respons', 'given', 't…']",1067174306743050247
Thank you for nominating  for the #BOM contest! Vote through December 10 for Best Sports Bar &amp; Best Wings… ,"['thank', 'nomin', '#', 'bom', 'contest', '!', 'vote', 'decemb', '10', 'best', 'sport', 'bar', '&', 'amp', ';', 'best', 'wings…']",1067173465478914053
RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to…,"['rt', '@', 'concussconnect', ':', 'ask', 'concuss', 'player', 'can', 'play', 'like', 'ask', 'drunk', 'driver', 'can', 'drive', '.', 'the', 'player', 'will', 'alway', 'want', 'to…']",1067172666791133190
