Tweet ID,Username,Text,Number of Retweets,Number of Likes 
1067223210175983617,ElswickED52,b'#WVU #wvufootball more shakeup in college football? https://t.co/r4LJZbq2di',0,1
1067222875092992000,Oldgoldnblue,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1067222809536053249,Turnstone_Meezy,b'RT @TurnstoneSports: https://t.co/6takVcvpf1\nNew article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan\xe2\x80\xa6',7,0
1067222139542142976,RachelNieman8r,b'This shirt is awesome https://t.co/PNHS43BNPm #WVU #HornsDown',1,3
1067221469258747904,EerSportsDotCom,"b"".@mikecasazza with three things he thinks and three things he knows about #WVU football (and what's to come) after\xe2\x80\xa6 https://t.co/8JS27IXmGv""",0,1
1067221469178953728,ScouTurf,b'#WVU TE Trevon Wesco (@twesco12) has been a bigger part of the Mountaineers passing attack and has shown some nice\xe2\x80\xa6 https://t.co/L381NXsfAW',0,0
1067221052827336704,aarontleo,b'RT @TurnstoneSports: https://t.co/6takVcvpf1\nNew article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan\xe2\x80\xa6',7,0
1067220848480829440,rivalskeenan,b'How did #WVU players grade out against Oklahoma according to @PFF_College? Who finished at the top on both sides of\xe2\x80\xa6 https://t.co/bZDAurZDX4',0,1
1067220377313648643,CMAnderson247,b'#WVU coaches stopping in to see a WR tomorrow; Holgorsen coming next week (VIP).... https://t.co/IyKZqKzszL',0,1
1067219255165415424,Cory_Fazalare,b'RT @TurnstoneSports: https://t.co/6takVcvpf1\nNew article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will Dan\xe2\x80\xa6',7,0
1067218108815945728,SteveHusseyMusi,b'RT @tweber912: When I see people talking like they want Rich Rod back at #WVU again....... https://t.co/2BxuawWW4J',15,0
1067217017646866432,TurnstoneSports,b'https://t.co/6takVcvpf1\nNew article OUT NOW!! Go give it a read and us know what you think! What will WVU do? Will\xe2\x80\xa6 https://t.co/oWAatns3K4',7,6
1067216343815069698,jaradcliff,"b'RT @mattdribble: I know we\xe2\x80\x99ve probably slid too far now at 4th in the Big 12, but you can\xe2\x80\x99t tell me that a WVU vs Washington state, Holgors\xe2\x80\xa6'",2,0
1067216258939138048,WVwings,b'From #ESPN \n\xe2\x80\x9cOklahoma-West Virginia: 3.4 Overnight on ESPN!\n\n- ESPN\xe2\x80\x99s Highest-Rated Friday Game Since 2010 (89 game\xe2\x80\xa6 https://t.co/F5DrQQzLEy',0,0
1067216037379219456,Mountaineerhype,b'RT @tweber912: I\xe2\x80\x99m pro Dana staying at #WVU \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',7,0
1067215539741839360,Leonardhoosier3,b'RT @tweber912: I\xe2\x80\x99m pro Dana staying at #WVU \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',7,0
1067214980406304770,WVwings,"b'If this happens , this will be the best #CFBPlayoff to date. #WVU https://t.co/dNx0aXhcjU'",0,0
1067214600750448640,mattdribble,"b'I know we\xe2\x80\x99ve probably slid too far now at 4th in the Big 12, but you can\xe2\x80\x99t tell me that a WVU vs Washington state,\xe2\x80\xa6 https://t.co/H1yNjifcMJ'",2,4
1067213580704120833,donovan_eamon,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067213288210087936,DingDongGame2,b'RT @StarportWV: Board game night is about to start! Bring your friends and come chill out with a beer in our back room! \n\n#morgantown #game\xe2\x80\xa6',2,0
1067213109281083392,WVwings,b'Bob Stoops will coach again . \n#tOSU \nEspecially after he sees Les and Mack back in the game . \n#WVU',0,0
1067212622406270976,StarportWV,b'Board game night is about to start! Bring your friends and come chill out with a beer in our back room!\xe2\x80\xa6 https://t.co/cReQx9sjIM',2,5
1067211432192868358,DubVnightlife,b'#WVU Themed Drinking Device https://t.co/IvYWRMYT3h',0,1
1067211408373358592,wvustatler,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067211272117264384,drew_may_7,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067209878106791938,Superkam_6,b'I love my dream \xf0\x9f\x8f\x88\xf0\x9f\x92\xaa\xf0\x9f\x8f\xbe #WVU https://t.co/eEIUmmI3il',0,0
1067208992055713792,Rivals,b'RT @WVSportsDotCom: Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to @WVSportsDotCom. A per\xe2\x80\xa6',1,0
1067208394854023169,WVSportsDotCom,b'Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to @WVSportsDotCom. A\xe2\x80\xa6 https://t.co/WmiarXTL2L',1,2
1067206950696468480,__ClassicCutz,b'Classic Cutz Barbershop 3 Great locations 2001 University Ave 304-381-2483 and 217-219 Wall Street Morgantown Wv\xe2\x80\xa6 https://t.co/qBeHA0rI60',0,0
1067205522376527872,dj4wvu,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067205005369839618,TalkUncut,b'RT @ryneolsen: \xe2\x80\x9cPass Interference but it can\xe2\x80\x99t be called because it\xe2\x80\x99s the last play of the game\xe2\x80\x9d- Announcer. I\xe2\x80\x99m not sure what that means?\xe2\x80\xa6',4,0
1067202944901234688,sarasweetie99,"b'If Dana Holgorsen leaves, would you take Rich Rodriguez back as head coach? He needs a job and our program was pret\xe2\x80\xa6 https://t.co/Qid1lovNDE'",0,0
1067202284499681281,stevedew,b'RT @WVUFoundation: Giving thanks for Don Wilcox of the @WVUMarchingBand via @WVUCCA \xf0\x9f\x99\x8f #WVU https://t.co/QuX84bgf95 https://t.co/fPTpPFDJjF',6,0
1067202044585492480,WVUAlumniAssoc,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067202026982002689,Houston_53,b'RT @HamiltonESPN: #CFB Total QBR week 14\n\nKyler Murray #Sooners 96.1\nTua Tagovailoa #Bama 95.9\nJake Fromm #UGA 86.1\nDwayne Haskins #OhioSta\xe2\x80\xa6',19,0
1067201440429543424,MReilly15,b'RT @meadoz: @BlueGoldNews Since 1909 #WVU is 662-437-41 all time (58%). Dana Holgerson is 61-40 (60%). Without Dana WVU is 601-397-41 (57.8\xe2\x80\xa6',3,0
1067201327573422080,annaerosen,b'Playing my third show in this theater #soundofmusicontour #morgantownwv #wvu #wvumountaineers @ WVU Creative Arts C\xe2\x80\xa6 https://t.co/fWgRP2k3Wr',0,0
1067199097474568193,OU_ReloadStatus,b'RT @JustOKsport: Leaving work and know that traffic will be slow. Then fill that time with our recap of #OU big time road win over #WVU \n\n#\xe2\x80\xa6',2,0
1067198817362214913,EerSportsDotCom,b'Some very interesting information on #WVU coaches in regards to contracts and the ongoing coaching carousel (VIP)..\xe2\x80\xa6 https://t.co/UQnVDwjFrX',0,0
1067197866190536706,julesmerow,b'RT @smcave: E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,0
1067197620907585538,Uhler50,b'I love West Virginia and love our fans but some of you are so far out of touch with reality it\xe2\x80\x99s frightening. #wvu #mountaineerpride',0,4
1067197373456281601,dealy14,"b'RT @Day1Lifestyle: Looking back already, that Oklahoma game stings but that Ok St game really really stings. #WVU'",3,0
1067192852940292096,rivalskeenan,b'#WVU won\xe2\x80\x99t be playing for a conference title this weekend but where will it be bowling? That and a lot more in this\xe2\x80\xa6 https://t.co/2LRqF8FlDG',0,1
1067190900776939520,rivalskeenan,b'Get a FREE $99 gift card to use toward #WVU gear if you sign up for a new annual subscription to @WVSportsDotCom. A\xe2\x80\xa6 https://t.co/hL7OBCbB59',0,0
1067190009399103491,JustOKsport,b'Leaving work and know that traffic will be slow. Then fill that time with our recap of #OU big time road win over\xe2\x80\xa6 https://t.co/aqW05IxHdu',2,5
1067189569735573504,JPerrotto,b'Analysis: Disappointment for West Virginia? \xe2\x98\x95 - https://t.co/KjEYVnH90O #wvu',0,0
1067189129786593281,WVUCrushes_,b'I lost my virginity to my brothers best friend over break \xf0\x9f\x99\x83. #Wvu',0,7
1067188545880842240,EricBennett24,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067188306465587200,BhadnotChad,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067184290461622274,Mountaineerhype,b'RT @ialsohatepitt: So glad I only root for #WVU...couldn\xe2\x80\x99t imagine having to be emotionally invested on Sunday\xe2\x80\x99s too.',3,0
1067183168015478790,CWQuickWQ,"b'RT @WVSportsDotCom: Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just want\xe2\x80\xa6'",18,0
1067180111365959680,Luv_MattD,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067178077279670272,Michiganeer,b'RT @GAllanTaylor: My colleague @bigahickey provides the most exciting bowl possibilities for #WVU \xe2\x80\x94plus a few that are uninspiring. https:/\xe2\x80\xa6',4,0
1067177296778469381,Michiganeer,b'RT @CMAnderson247: Coaching news updates that #WVU fans will want to know (VIP)....  https://t.co/SaZQG3v8hE',3,0
1067177110710771713,BetweenTheEers,b'RT @DubVNation: The regular season finale was entertaining to say the least #WVU https://t.co/6sd11X7kHx',2,0
1067176977617100801,DVNCallihan,b'RT @DubVNation: The regular season finale was entertaining to say the least #WVU https://t.co/6sd11X7kHx',2,0
1067176820821368832,DubVNation,b'The regular season finale was entertaining to say the least #WVU https://t.co/6sd11X7kHx',2,16
1067176473633742848,dubvLIVE,"b'Elite Pint Glasses, Coasters &amp; Bottle Opener Set | #WVU #Mountaineers #Beer Drinkers Gift Set https://t.co/HVV17zxwoE'",0,1
1067176052739461120,Wvu2000aca,b'RT @GAllanTaylor: My colleague @bigahickey provides the most exciting bowl possibilities for #WVU \xe2\x80\x94plus a few that are uninspiring. https:/\xe2\x80\xa6',4,0
1067175936636960769,DominionPostWV,b'RT @GAllanTaylor: My colleague @bigahickey provides the most exciting bowl possibilities for #WVU \xe2\x80\x94plus a few that are uninspiring. https:/\xe2\x80\xa6',4,0
1067174306743050247,JSWVUAlumni,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067173465478914053,KeglersWV,b'Thank you for nominating @Keglerswv for the #BOM contest! Vote through December 10 for Best Sports Bar &amp; Best Wings\xe2\x80\xa6 https://t.co/x6laVsmdW1',0,3
1067172666791133190,Drossy02,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067170983532990464,VandergriftEric,b'RT @tweber912: I\xe2\x80\x99m pro Dana staying at #WVU \xf0\x9f\xa4\xb7\xf0\x9f\x8f\xbb\xe2\x80\x8d\xe2\x99\x82\xef\xb8\x8f',7,0
1067170444250439680,khidenfelter1,b'@WVUfootball As a proud alum of #WVU I will@always consider Morgantown home. Thank you Seniors!  #HailWV',0,3
1067170091329040384,Wvu2000aca,"b""RT @mikecasazza: The #WVU quarterback was impressed by what he saw Friday night ... but he'd seen it before from his Oklahoma counterpart.\xe2\x80\xa6""",5,0
1067169933304520706,GAllanTaylor,b'My colleague @bigahickey provides the most exciting bowl possibilities for #WVU \xe2\x80\x94plus a few that are uninspiring.\xe2\x80\xa6 https://t.co/Klu5HuLZHo',4,5
1067168733217591301,jp4dubv,"b'RT @WVSportsDotCom: Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just want\xe2\x80\xa6'",18,0
1067168659985100801,DubVnightlife,b'#WVU Elite Pint Glasses (2) | #WVU #Mountaineers 16 oz. Beer Pints - Set of 2 https://t.co/RrFrDoYMZ8',0,0
1067168208602480645,WVTommyboy79,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1067165816477618177,PatrickKotnik,b'CYBER MONDAY SPECIAL! Sign up for a new annual subscription to @WVSportsDotCom and get a $99 gift card to the store\xe2\x80\xa6 https://t.co/P229yBRJB6',0,0
1067165522830217220,rivalskeenan,b'Who all got into the game for #WVU and how many snaps against Oklahoma? We break it down position by position in ou\xe2\x80\xa6 https://t.co/JxQJu1KAWN',0,0
1067164861904445440,DubVnightlife,"b'Boelter Brands NCAA Unisex Satin Etch Pint Glass Set (Pack of 2), 16-Ounce #WVU https://t.co/SDjJhvQLvv'",0,0
1067163684886188033,DubVnightlife,"b'RT @IronHorseTvrn: Monday night is SIN at IHT - University Town Centre! Late Night Happy Hour (9-11pm) featuring $1 off WV drafts, wine &amp; s\xe2\x80\xa6'",2,0
1067162848898531328,WVUFoundation,b'RT @TrBraden: Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all have given t\xe2\x80\xa6',12,0
1067162488901328898,gliadiag,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067162276514418689,ZachKielty,"b""RT @YupYupMan95: Who knows about any of this Dana #WVU talk. It's the time of the year. But imagine a smart, young, dynamic coach like Matt\xe2\x80\xa6""",1,0
1067162168666263552,TrBraden,b'Thankful to get back to my #Mountaineer roots this holiday weekend. Also thankful for the great response you all ha\xe2\x80\xa6 https://t.co/RW3OmXajpB',12,39
1067162153961050112,Sportsnerdz,"b'With Kliff Kingsbury out at Texas Tech, does Holgorsen bolt? #WVU'",0,0
1067161356024115206,PrimeFournette,b'RT @StrictlyWVU: A quarterback i\xe2\x80\x99ll tell my grandkids about.. Thank you for the memories @willgrier_ #ForeverAMountaineer #WVU \n\n(Photos: @\xe2\x80\xa6',192,0
1067161178118471680,PrimeFournette,"b'RT @mistochristopho: When you discuss the top quarterbacks in this 2019 QB class, one name that seems to always be in the conversation?\n\n#W\xe2\x80\xa6'",6,0
1067160681647153152,PrimeFournette,"b""RT @iananderson1215: Being a mountaineer fan and a Jags fan I'm definitely bias but this is what I and many others are hoping to see at nex\xe2\x80\xa6""",1,0
1067158031572656128,lusauce1293,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067157690663743488,mikecasazza,b'RT @CMAnderson247: Coaching news updates that #WVU fans will want to know (VIP)....  https://t.co/SaZQG3v8hE',3,0
1067157377479319552,_MandiiMae,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067157177771659282,WLT_II,"b""RT @dphickman1: OU and #WVU combine for 1,372 yards: Sooners aren't legit bc they can't play defense.\n\nClemson and S. Carolina combine for\xe2\x80\xa6""",159,0
1067156415461101572,Wvu2000aca,b'RT @CMAnderson247: Coaching news updates that #WVU fans will want to know (VIP)....  https://t.co/SaZQG3v8hE',3,0
1067156228508389379,Tyler_long8,"b'RT @CMAnderson247: If you put #WVU LB David Long in with the five finalists for the Butkus Award (so six players total), Long would rank 2n\xe2\x80\xa6'",505,0
1067155953462710293,CMAnderson247,b'Coaching news updates that #WVU fans will want to know (VIP)....  https://t.co/SaZQG3v8hE',3,2
1067155920805875712,wvu_jones,"b'RT @WVSportsDotCom: Another very positive post from Oklahoma fans that visited Morgantown for this past weekend\'s #WVU game \n\n""I just want\xe2\x80\xa6'",18,0
1067155759677476870,DubVData,b'Week 4 Rankings for @WVUhoops . #WVU #PressVirginia #CBB #rankings #BPI #APTop25 #KenPom https://t.co/bgEMf7VW87',0,4
1067155485114142735,Countrybound_16,b'RT @concussconnect: Should be targeting and ejection on #OU after this hit on #WVU Marcus Sims. Sims is staggering and struggling to walk t\xe2\x80\xa6',257,0
1067155304662601738,DubVData,"b""Player Efficiency Ratings from WVU's win over Valparaiso. PER sums up positive/negative stats based on a per-minute\xe2\x80\xa6 https://t.co/WrSUvMwpE4""",0,2
1067154146963480577,AmandaRayLaw,"b'RT @WVUEberly: In commemoration of Native American Heritage Month, the Native American Studies Program will host ""Native American Leaders i\xe2\x80\xa6'",1,0
1067154106442223625,GAllanTaylor,"b""@gingEER13 It's low-percentage, but not completely off table. If OU whoops Texas and makes CFP, Sugar would be obli\xe2\x80\xa6 https://t.co/JVjrgrWDPx""",0,4
1067153520351039489,EerSportsDotCom,b'#WVU visiting a key defensive lineman today (VIP)....  https://t.co/mdDMfo5MlV',0,3
1067153382924783629,kimberlyfaye,"b'RT @DannoCurfman: If the people at @CWBowl  were smart and wanted to sellout, they would make the WVU-Pitt Backyard Bowl happen. #WVU #Back\xe2\x80\xa6'",1,0
1067153323592159233,LockedOnNFLNet,"b""RT @mistochristopho: With the #Jaguars benching Blake Bortles, it might be a good time to look at some quarterbacks, wouldn't you say?\n\nI'v\xe2\x80\xa6""",2,0
1067153323139174405,LockedOnNFLNet,b'RT @zach_goodall: .@mistochristopho picked a great time to publish this.\n\n2019 #Jaguars NFL Draft Profile: #WVU QB Will Grier\nhttps://t.co/\xe2\x80\xa6',2,0
1067153227286761473,mistochristopho,b'RT @zach_goodall: .@mistochristopho picked a great time to publish this.\n\n2019 #Jaguars NFL Draft Profile: #WVU QB Will Grier\nhttps://t.co/\xe2\x80\xa6',2,0
1067153185981300736,zach_goodall,b'.@mistochristopho picked a great time to publish this.\n\n2019 #Jaguars NFL Draft Profile: #WVU QB Will Grier\nhttps://t.co/6VbpJD7wfN',2,3
1067153095858298880,Demetrius82,"b""RT @mistochristopho: With the #Jaguars benching Blake Bortles, it might be a good time to look at some quarterbacks, wouldn't you say?\n\nI'v\xe2\x80\xa6""",2,0
1067153027625349121,mistochristopho,"b""With the #Jaguars benching Blake Bortles, it might be a good time to look at some quarterbacks, wouldn't you say?\xe2\x80\xa6 https://t.co/I0HCqeJG3t""",2,4
1067152836927066128,MdsWvu,"b'RT @WVUFoundation: \xe2\x80\x9cIn one day, our supporters truly stepped up to help #WVU. This is why being a Mountaineer is so special.\xe2\x80\x9d \xf0\x9f\x99\x8f #WVUDayofGi\xe2\x80\xa6'",18,0
1067152494873198593,GAllanTaylor,b'Which #WVU bowl destination would you travel to see?',0,1
1067151806772518913,RyanJRiddle,"b'No, no, I legitimately cried. #WVU https://t.co/lSjildPqx8'",0,1
1067151029643415567,DubVnightlife,b'Elite Pint (2) &amp; Pitcher Set (1) | #WVU #Mountaineers Pint Glasses and Pitcher Gift Set https://t.co/ZG8V2iDXD2',0,0
1067150004157059073,chad__baldwin,b'RT @meadoz: @BlueGoldNews Since 1909 #WVU is 662-437-41 all time (58%). Dana Holgerson is 61-40 (60%). Without Dana WVU is 601-397-41 (57.8\xe2\x80\xa6',3,0
1067149014955683841,Jorrdyyyy,b'RT @WVUCrushes_: Why am I crying right now \xf0\x9f\x92\x99\xf0\x9f\x92\x9b #Wvu #hailwv https://t.co/wHtOM53F64',3,0
1067148812953821185,rivalskeenan,"b'The Full 40: Valparaiso. An in-depth look at the #WVU win with who\xe2\x80\x99s hot, who\xe2\x80\x99s not, defining moments, numbers of n\xe2\x80\xa6 https://t.co/ykJhQmDi6q'",0,0
1067148528017903616,jakeanddee,"b""RT @mikecasazza: The #WVU quarterback was impressed by what he saw Friday night ... but he'd seen it before from his Oklahoma counterpart.\xe2\x80\xa6""",5,0
1067148002534531072,lizardwitch13,b'RT @smcave: E.Moore Hall is holiday ready! Stop by @WVUStudents Quiet place to study too! #WVU https://t.co/Row97MDaT5',8,0
1067147190475399168,lafferty_nick,b'RT @CMAnderson247: Some very interesting information on #WVU coaches in regards to contracts and the ongoing coaching carousel (VIP).... ht\xe2\x80\xa6',1,0
1067147058488971278,Brittdwalt,"b'RT @123pleasant: Next Friday, November 30th Jason Leech returns to his old stomping grounds 123 Pleasant Street! Loaded bill with Choppy Op\xe2\x80\xa6'",6,0
1067145701191311360,mikecasazza,"b""The #WVU quarterback was impressed by what he saw Friday night ... but he'd seen it before from his Oklahoma counte\xe2\x80\xa6 https://t.co/PlwsjjBity""",5,11
1067145107114270721,johnnysAngel30,b'RT @WVSportsDotCom: Those #WVU boys. https://t.co/t2I9t9Fno4',15,0
1067143808977125376,BIGFACESPORTS06,b'RT @BVEvery: #WVU commit Winston Wright of Memorial Day senior season highlights are up @SouthernPigskin @ESPNCoastal @xixnyne @DennisKnigh\xe2\x80\xa6',3,0
1067143532908023808,Mountaineer2013,b'Thank you to all the seniors &amp; every #Mountaineer @WVUfootball this year! Although the season obviously didn\xe2\x80\x99t go t\xe2\x80\xa6 https://t.co/6iDNq4zQUY',1,2
1067143491204059139,pj_littleton,b'RT @WVUFoundation: Giving thanks for Don Wilcox of the @WVUMarchingBand via @WVUCCA \xf0\x9f\x99\x8f #WVU https://t.co/QuX84bgf95 https://t.co/fPTpPFDJjF',6,0
1067140672040374282,WVwings,b'Dana need to hire this guy \nArmy DC Jay Bateman . \n#WVU',0,0
1067140549369634816,WVUMarchingBand,b'RT @WVUFoundation: Giving thanks for Don Wilcox of the @WVUMarchingBand via @WVUCCA \xf0\x9f\x99\x8f #WVU https://t.co/QuX84bgf95 https://t.co/fPTpPFDJjF',6,0
1067139858609655810,beaugbowden,b'@DominionPostWV And start over the 7-8 year recruiting trend? I think not. Hope Dana sticks it out. #WVU',0,0
1067139029630619654,WVwings,b'I like this award . \n#WVU https://t.co/3a9rJAX4Go',0,0
1067138476620025867,DubVnightlife,"b'NCAA West Virginia #Mountaineers Mini Pilsner, 2.5-ounce, 2-Pack #WVU https://t.co/JuoCcA0w9T'",0,0
1067137387837513730,Rx_Massage,b'RT @concussconnect: Should be targeting and ejection on #OU after this hit on #WVU Marcus Sims. Sims is staggering and struggling to walk t\xe2\x80\xa6',257,0
1067137220346302465,Rx_Massage,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067137019799851008,keelswild,"b'RT @IronHorseTvrn: Monday night is SIN at IHT - University Town Centre! Late Night Happy Hour (9-11pm) featuring $1 off WV drafts, wine &amp; s\xe2\x80\xa6'",2,0
1067136995774861322,Dkirko1,"b""RT @dphickman1: OU and #WVU combine for 1,372 yards: Sooners aren't legit bc they can't play defense.\n\nClemson and S. Carolina combine for\xe2\x80\xa6""",159,0
1067136812810944513,DannoCurfman,"b'If the people at @CWBowl  were smart and wanted to sellout, they would make the WVU-Pitt Backyard Bowl happen. #WVU #BackyardBowl'",1,1
1067136657919365120,WVUEberly,"b'In commemoration of Native American Heritage Month, the Native American Studies Program will host ""Native American\xe2\x80\xa6 https://t.co/WKZsQbrH1w'",1,2
1067136145459425281,WVwings,"b'@ChrisVannini If #Alabama OC gets a head coaching job ( #Maryland ?) , could #RR ( Rich Rodriguez) be headed to Alabama ? \n#WVU'",0,0
1067134159511011328,WVSportsDotCom,"b'You had the questions, our @rivalskeenan hand delivered the answers in the weekly @WVSportsDotCom Q&amp;A Mailbag touch\xe2\x80\xa6 https://t.co/eIDXTDpKkg'",0,0
1067133551152414720,DannoCurfman,b'For the record WVU is 6/36; better than Ohio State in both.  Ranked 4th in pass efficiency. #WVU https://t.co/CXEm0heIwr',0,1
1067133408235716609,CarrieAmelio,b'What about Holgorsen to Texas Tech and Leach to WVU? \xf0\x9f\x98\x83\n#dreams #wvu https://t.co/tUMKh4THEp',0,0
1067131207899627523,IronHorseTvrn,"b'Monday night is SIN at IHT - University Town Centre! Late Night Happy Hour (9-11pm) featuring $1 off WV drafts, win\xe2\x80\xa6 https://t.co/pF25gLb7oa'",2,2
1067130878176964608,PRTMonitor,b'The PRT is running on a normal schedule\xf0\x9f\x99\x8c (Mon Nov 26 13:55:59 2018). #wvuprt #wvu #prt',0,0
1067130768676265986,jtoler20,b'@ThHillbilly @TheBenBoothShow Really? These comments are so dumb. How are you people even fans of #WVU. Unbelievable',0,2
1067130670596714496,MattArchie10,"b'RT @CJacksonWVU: #WVU defensive lineman Reese Donahue on senior William Crest: ""I want to be like Will Crest because he\xe2\x80\x99s such a phenomenal\xe2\x80\xa6'",111,0
1067130316442210305,gesnow12,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1067129716799361025,WVUSoN,b'RT @WVU_Tech: Join the #WVU School of Nursing on the Beckley campus on Nov. 28 for a continuing education lecture on substance abuse in WV.\xe2\x80\xa6',1,0
1067129673707110401,WVU11,"b'RT @ialsohatepitt: Btw, Dana beat the Vegas preseason win total prediction for #WVU (which was 7) AND, he did it with one less opportunity\xe2\x80\xa6'",28,0
1067129322778038272,BQ_704,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067128042399690753,rivalskeenan,b'Get a full year of coverage AND a FREE $99 gift card to get yourself or anybody you know #WVU gear? Yes It\xe2\x80\x99s a deal\xe2\x80\xa6 https://t.co/AXuGPK9Eia',0,0
1067127102179295237,PRTMonitor,b'The PRT is down between Beechurst station and Engineering station\xf0\x9f\x92\xa9 (Mon Nov 26 13:40:44 2018). #wvuprt #wvu #prt',0,0
1067126264375328768,tanaboy_42,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067125354127609857,680WKAZ,"b'""As well as we played offensively giving them 14 points is inexcusable. \n  It\'s the difference in the game.""\n\nDana\xe2\x80\xa6 https://t.co/omTWf3XEEJ'",0,0
1067125190780432384,Rifleman4WVU,b'RT @EerSportsDotCom: #WVU stopping in to see a five-star athlete this week. VIP Scoop --&gt; https://t.co/Cio02UcL2V',1,0
1067125102012190720,lgstores,"b""It was great watching @wvufootball this season. Can't wait til next season! #littlegeneral #wvu #wvufootball https://t.co/4oJPz1sZG8""",1,4
1067123329922936841,PRTMonitor,b'The PRT is down between Beechurst station and Engineering station\xf0\x9f\x92\xa9 (Mon Nov 26 13:25:08 2018). #wvuprt #wvu #prt',0,0
1067123320510803968,EerSportsDotCom,b'#WVU stopping in to see a five-star athlete this week. VIP Scoop --&gt; https://t.co/Cio02UcL2V',1,2
1067121944108195840,jtoler20,"b'So if your team was on the board (Vegas odds) until week 13 to win a national championship, does that mean you are\xe2\x80\xa6 https://t.co/HILIB7qHH4'",1,11
1067120464437354497,WVwings,"b'So is #Pitt going to be a top 25 BB when they visit #Morgantown #WVU  , and WVU won\xe2\x80\x99t be ? \nNobody saw that coming. \n#Coliseum'",0,0
1067119790177771520,mphsnt96,b'RT @concussconnect: Asking a concussed player if he can play is like asking a drunk driver if he can drive. The player will always want to\xe2\x80\xa6',862,0
1067119556991295490,PRTMonitor,b'The PRT is down between Beechurst station and Engineering station\xf0\x9f\x92\xa9 (Mon Nov 26 13:10:20 2018). #wvuprt #wvu #prt',0,0
1067118744458153984,WVUTampa,"b""RT @GAllanTaylor: Dana Holgorsen to Texas Tech? Or L'ville? Or Colorado? He would owe #WVU $2.5M if he leaves for another job before Dec. 3\xe2\x80\xa6""",13,0
1067118333093400576,CMAnderson247,"b""WATCH: #WVU commit Winston Wright's Senior Highlights.... https://t.co/HdS0te7Eap""",0,0
1067118050045018113,WVUCrushes_,b'RT @WVUCrushes_: Why am I crying right now \xf0\x9f\x92\x99\xf0\x9f\x92\x9b #Wvu #hailwv https://t.co/wHtOM53F64',3,0
